codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
80437,80437,80437,80437,80437,INCIDENTE,-2.343.555.555.555,-4.647.305.555.555,GUARULHOS,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SP,BRASIL,SBGR,08/09/2021,12:05:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80284,80284,80284,80284,80284,ACIDENTE,-12.118.888,-58.004.830,BRASNORTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MT,BRASIL,***,07/09/2021,22:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80273,80273,80273,80273,80273,ACIDENTE,-23.556.667,-46.033.889,BIRITIBA-MIRIM,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,SP,BRASIL,***,06/09/2021,14:35:00,SIM,ATIVA,A-100/CENIPA/2021,NÃO,NULL,0,1,NÃO
80277,80277,80277,80277,80277,INCIDENTE,-1.962.444.444.444,-4.397.194.444.444,CONFINS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,MG,BRASIL,SBCF,06/09/2021,20:58:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80272,80272,80272,80272,80272,ACIDENTE,3.146.111,-62.230.278,ALTO ALEGRE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,RR,BRASIL,SJNC,05/09/2021,19:00:00,SIM,ATIVA,A-099/CENIPA/2021,NÃO,NULL,0,1,SIM
80275,80275,80275,80275,80275,INCIDENTE,-2.540.055.555.555,-4.923.361.111.111,CURITIBA,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,PR,BRASIL,SBBI,03/09/2021,16:37:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80270,80270,80270,80270,80270,INCIDENTE GRAVE,-6.235.278,-57.775.833,JACAREACANGA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,PA,BRASIL,SBEK,02/09/2021,13:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80271,80271,80271,80271,80271,INCIDENTE,-1.565.000,-5.611.750,CUIABÁ,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,MT,BRASIL,SBCY,02/09/2021,20:05:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80288,80288,80288,80288,80288,INCIDENTE,-3.041.111.111.111,-6.005.055.555.555,MANAUS,AERONAVE ATINGIDA POR OBJETO,OUTROS | AERONAVE ATINGIDA POR OBJETO,AM,BRASIL,SBEG,02/09/2021,12:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80266,80266,80266,80266,80266,INCIDENTE,-2.179.305,-4.338.555,JUIZ DE FORA,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,MG,BRASIL,SBJF,01/09/2021,18:01:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80274,80274,80274,80274,80274,INCIDENTE,-2.999.472.222.222,-5.117.111.111.111,PORTO ALEGRE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,RS,BRASIL,SBPA,01/09/2021,02:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80263,80263,80263,80263,80263,INCIDENTE,-22.91,-431.625,RIO DE JANEIRO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,RJ,BRASIL,SBRJ,31/08/2021,12:10:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80265,80265,80265,80265,80265,INCIDENTE GRAVE,-2.351.000,-4.663.000,SÃO PAULO,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,SP,BRASIL,SBMT,31/08/2021,16:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80267,80267,80267,80267,80267,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,INDETERMINADO,INDETERMINADO,SP,BRASIL,SBKP,30/08/2021,01:26:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80269,80269,80269,80269,80269,INCIDENTE,-2.999.472.222.222,-5.117.111.111.111,PORTO ALEGRE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RS,BRASIL,SBPA,30/08/2021,14:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80262,80262,80262,80262,80262,INCIDENTE GRAVE,-2.042.277,-4.033.333,VILA VELHA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ES,BRASIL,SIVU,28/08/2021,15:15:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
80278,80278,80278,80278,80278,INCIDENTE,-29.991944 S,-51.324444 W,PORTO ALEGRE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RS,BRASIL,SBPA,28/08/2021,20:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80261,80261,80261,80261,80261,INCIDENTE GRAVE,-26.558.047,-48.699.469,ARAQUARI,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SC,BRASIL,SWON,26/08/2021,16:05:00,SIM,ATIVA,IG-101/CENIPA/2021,NÃO,NULL,0,1,SIM
80359,80359,80359,80359,80359,ACIDENTE,-25.685.278,-53.064.722,DOIS VIZINHOS,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,PR,BRASIL,SIZM,26/08/2021,13:45:00,SIM,ATIVA,A-118/CENIPA/2021,NÃO,NULL,0,1,SIM
80268,80268,80268,80268,80268,INCIDENTE,-3.072.778,-60.021.111,MANAUS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,AM,BRASIL,SWFN,25/08/2021,18:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80287,80287,80287,80287,80287,INCIDENTE,-2.113.638.888.888,-4.777.666.666.666,RIBEIRÃO PRETO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SP,BRASIL,SBRP,25/08/2021,20:55:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80260,80260,80260,80260,80260,INCIDENTE,-22.650000 S,-51.383.333,PORECATU,COLISÃO COM AVE,COLISÃO COM AVE,PR,BRASIL,SWME,24/08/2021,10:38:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80254,80254,80254,80254,80254,INCIDENTE GRAVE,-9.190.278,-71.946.944,JORDÃO,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,AC,BRASIL,SJOD,21/08/2021,18:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
80256,80256,80256,80256,80256,INCIDENTE,-420.675,-2.292.166.666.666,CABO FRIO,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RJ,BRASIL,SBCB,21/08/2021,15:10:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80255,80255,80255,80255,80255,INCIDENTE,-1.985.194.444.444,-4.395.055.555.555,BELO HORIZONTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,SBBH,18/08/2021,20:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80257,80257,80257,80257,80257,ACIDENTE,-15.430.833,-54.699.722,DOM AQUINO,FOGO/FUMAÇA (SEM IMPACTO),FOGO/FUMAÇA (SEM IMPACTO),MT,BRASIL,***,18/08/2021,16:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80259,80259,80259,80259,80259,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SP,BRASIL,SBKP,18/08/2021,12:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80251,80251,80251,80251,80251,INCIDENTE,-1.384.722.222.222,-4.847.888.888.888,BELÉM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PA,BRASIL,SBBE,17/08/2021,15:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80247,80247,80247,80247,80247,INCIDENTE,-8.713.611.111.111,-6.390.277.777.777,PORTO VELHO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RO,BRASIL,SBPV,16/08/2021,02:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80243,80243,80243,80243,80243,INCIDENTE,-1.985.194,-4.395.055,BELO HORIZONTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,SBBH,15/08/2021,17:14:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80244,80244,80244,80244,80244,INCIDENTE,-22.978.841,-46.537076°,BRAGANÇA PAULISTA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SBBP,15/08/2021,15:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80245,80245,80245,80245,80245,INCIDENTE,-812.638,-3.492.277,RECIFE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,PE,BRASIL,SBRF,15/08/2021,15:05:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80249,80249,80249,80249,80249,INCIDENTE,-3.041.111.111.111,-6.005.055.555.555,MANAUS,COLISÃO COM AVE,COLISÃO COM AVE,AM,BRASIL,SBEG,14/08/2021,15:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80238,80238,80238,80238,80238,INCIDENTE GRAVE,-20.457.222,-50.002.500,VOTUPORANGA,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL,SP,BRASIL,SDVG,11/08/2021,19:09:00,SIM,ATIVA,IG-098/CENIPA/2021,NÃO,NULL,0,1,NÃO
80239,80239,80239,80239,80239,INCIDENTE,-1.985.194.444,-4.386.722.222,BELO HORIZONTE,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,MG,BRASIL,SBBH,11/08/2021,19:58:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80237,80237,80237,80237,80237,ACIDENTE,-22.019.601,-54.794.052,ITAPORÃ,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,MS,BRASIL,SSPO,10/08/2021,21:00:00,SIM,ATIVA,A-096/CENIPA/2021,NÃO,NULL,0,1,NÃO
80240,80240,80240,80240,80240,INCIDENTE,-16.625.556,-49.349.444,GOIÂNIA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,GO,BRASIL,SBNV,10/08/2021,14:15:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80242,80242,80242,80242,80242,INCIDENTE,-15.650.382,-56.118.069,VÁRZEA GRANDE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,MT,BRASIL,SBCY,10/08/2021,13:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80235,80235,80235,80235,80235,INCIDENTE,-19.011.944,-57.671.389,CORUMBÁ,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MS,BRASIL,SBCR,09/08/2021,20:55:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80233,80233,80233,80233,80233,ACIDENTE,-16.293.903,-56.643.922,POCONÉ,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,MT,BRASIL,***,08/08/2021,12:30:00,SIM,ATIVA,A-097/CENIPA/2021,NÃO,NULL,0,1,NÃO
80230,80230,80230,80230,80230,INCIDENTE,-14.815,-3.903.333.333.333,ILHÉUS,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)",BA,BRASIL,SBIL,06/08/2021,15:04:00,SIM,FINALIZADA,***,NÃO,NULL,0,2,NÃO
80231,80231,80231,80231,80231,INCIDENTE GRAVE,-2.919.555.555.555,-5.118.972.222.222,CAXIAS DO SUL,INCURSÃO EM PISTA,INCURSÃO EM PISTA,RS,BRASIL,SBCX,06/08/2021,16:59:00,SIM,ATIVA,IG-095/CENIPA/2021,NÃO,NULL,0,1,NÃO
80248,80248,80248,80248,80248,INCIDENTE GRAVE,-5.248.805,-1.883.916,CHAPADÃO DO SUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,MS,BRASIL,SSCD,06/08/2021,20:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
80228,80228,80228,80228,80228,INCIDENTE GRAVE,\t-30.0501\t,\t-51.4459\t,ELDORADO DO SUL,AERONAVE ATINGIDA POR OBJETO,OUTROS | AERONAVE ATINGIDA POR OBJETO,RS,BRASIL,SIXE,05/08/2021,15:55:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80229,80229,80229,80229,80229,INCIDENTE,-23.060.833,-43.788.611,ITAGUAÍ,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RJ,BRASIL,***,05/08/2021,15:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80225,80225,80225,80225,80225,INCIDENTE,\t-25.403333\t,\t-49.233611\t,CURITIBA,INCURSÃO EM PISTA,INCURSÃO EM PISTA,PR,BRASIL,SBBI,04/08/2021,13:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80252,80252,80252,80252,80252,ACIDENTE,2.548.333,-62.727.500,IRACEMA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RR,BRASIL,***,04/08/2021,11:45:00,SIM,FINALIZADA,A-094/CENIPA/2021,SIM,2022-09-21,1,1,NÃO
80224,80224,80224,80224,80224,INCIDENTE,-4.791.111,-65.637.222,COARI,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,AM,BRASIL,***,02/08/2021,16:59:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80227,80227,80227,80227,80227,ACIDENTE,-23.638.333,-53.555.278,UMUARAMA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,PR,BRASIL,***,02/08/2021,14:30:00,SIM,ATIVA,A-093/CENIPA/2021,NÃO,NULL,0,1,NÃO
80218,80218,80218,80218,80218,ACIDENTE,-7.770.556,-60.377.778,APUÍ,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,AM,BRASIL,SNLM,01/08/2021,14:20:00,SIM,ATIVA,A-092/CENIPA/2021,NÃO,NULL,0,1,SIM
80236,80236,80236,80236,80236,ACIDENTE,-16.713.889,-56.707.500,POCONÉ,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,MT,BRASIL,***,01/08/2021,22:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80221,80221,80221,80221,80221,INCIDENTE GRAVE,-1.390.611,-3.894.000,MARAÚ,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,BA,BRASIL,SIRI,31/07/2021,13:15:00,SIM,ATIVA,IG-091/CENIPA/2021,NÃO,NULL,0,1,SIM
80219,80219,80219,80219,80219,INCIDENTE GRAVE,\t-25.002778\t,\t-53.584444\t,CASCAVEL,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,PR,BRASIL,***,30/07/2021,16:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80220,80220,80220,80220,80220,INCIDENTE,\t-25.403333\t,\t-49.233611\t,CURITIBA,PANE SECA,COMBUSTÍVEL | PANE SECA,PR,BRASIL,SBBI,29/07/2021,10:26:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80212,80212,80212,80212,80212,INCIDENTE,2.15,-5.089.472,AMAPÁ,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,AP,BRASIL,***,28/07/2021,18:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80216,80216,80216,80216,80216,INCIDENTE,-1.888.361,-4.822.527,UBERLÂNDIA,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL,MG,BRASIL,SBUL,28/07/2021,14:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80208,80208,80208,80208,80208,INCIDENTE,-23.506.667,-46.633.889,SÃO PAULO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SP,BRASIL,SBMT,27/07/2021,19:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80207,80207,80207,80207,80207,INCIDENTE,-9.868.333,-67.898.056,RIO BRANCO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,AC,BRASIL,SBRB,26/07/2021,16:17:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80234,80234,80234,80234,80234,INCIDENTE,-23.626.111,-46.656.389,SÃO PAULO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SP,BRASIL,SBSP,26/07/2021,13:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80199,80199,80199,80199,80199,INCIDENTE,-23.128.333,-46.574.722,ATIBAIA,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE,SP,BRASIL,SDTB,25/07/2021,11:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80200,80200,80200,80200,80200,INCIDENTE GRAVE,-23.005.278,-46.636.944,BRAGANÇA PAULISTA,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SP,BRASIL,SDVH,25/07/2021,12:25:00,SIM,FINALIZADA,A DEFINIR,NÃO,NULL,0,1,NÃO
80201,80201,80201,80201,80201,INCIDENTE,-23.043.333,-45.775.556,CAÇAPAVA,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,SP,BRASIL,SDIP,25/07/2021,17:21:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80203,80203,80203,80203,80203,ACIDENTE,-213.889.540,-516.532.400,TUPI PAULISTA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,SP,BRASIL,***,24/07/2021,20:10:00,SIM,ATIVA,A-090/CENIPA/2021,NÃO,NULL,0,1,NÃO
80209,80209,80209,80209,80209,INCIDENTE,-16.63,-493.494,GOIÂNIA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,GO,BRASIL,SBNV,24/07/2021,13:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80202,80202,80202,80202,80202,INCIDENTE,-2.292.083,-42.071.388,CAMPOS DOS GOYTACAZES,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,RJ,BRASIL,***,23/07/2021,11:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80205,80205,80205,80205,80205,INCIDENTE,-3.041.111.111.111,-6.005.055.555.555,MANAUS,PROBLEMAS FISIOLÓGICOS,OUTROS | PROBLEMAS FISIOLÓGICOS,AM,BRASIL,SBEG,23/07/2021,11:15:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80206,80206,80206,80206,80206,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SBKP,23/07/2021,22:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80226,80226,80226,80226,80226,INCIDENTE,-2.919.555.555.555,-5.118.972.222.222,CAXIAS DO SUL,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,RS,BRASIL,SBCX,23/07/2021,18:10:00,SIM,FINALIZADA,***,NÃO,NULL,0,2,NÃO
80198,80198,80198,80198,80198,INCIDENTE GRAVE,-163.866,492.286,GOIÂNIA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GO,BRASIL,SBGO,22/07/2021,14:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80204,80204,80204,80204,80204,INCIDENTE,-8.126.388.888.888,-3.492.277.777.777,RECIFE,FOGO/FUMAÇA (SEM IMPACTO),FOGO/FUMAÇA (SEM IMPACTO),PE,BRASIL,SBRF,22/07/2021,15:15:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80195,80195,80195,80195,80195,INCIDENTE,-23.181.667,-46.943.611,JUNDIAÍ,COLISÃO NO SOLO,COLISÃO NO SOLO,SP,BRASIL,SBJD,21/07/2021,12:12:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80191,80191,80191,80191,80191,INCIDENTE,-23.483056°,-47.486389°,SOROCABA,COLISÃO COM AVE,COLISÃO COM AVE,SP,BRASIL,SDCO,19/07/2021,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80192,80192,80192,80192,80192,INCIDENTE,-23.506667°,-46.633389°,SÃO PAULO,COLISÃO COM AVE,COLISÃO COM AVE,SP,BRASIL,SBMT,18/07/2021,11:58:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80197,80197,80197,80197,80197,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,CORTANTE DE VENTO / TEMPESTADE,CORTANTE DE VENTO / TEMPESTADE,SP,BRASIL,SBKP,17/07/2021,12:15:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80193,80193,80193,80193,80193,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,PERDA DE CONDIÇÕES DE SUSTENTAÇÃO EM ROTA,PERDA DE CONDIÇÕES DE SUSTENTAÇÃO EM ROTA,SP,BRASIL,SBKP,16/07/2021,14:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80194,80194,80194,80194,80194,INCIDENTE,-2.553.166.666.666,-4.917.611.111.111,SÃO JOSÉ DOS PINHAIS,PANE SECA,COMBUSTÍVEL | PANE SECA,PR,BRASIL,SBCT,16/07/2021,07:54:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80189,80189,80189,80189,80189,INCIDENTE,-1.962.444.444.444,-4.397.194.444.444,CONFINS,OUTROS,OUTROS,MG,BRASIL,SBCF,14/07/2021,11:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80222,80222,80222,80222,80222,INCIDENTE,-1.309.416,-4.255.250,MACAÚBAS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BA,BRASIL,**NI,14/07/2021,23:49:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80176,80176,80176,80176,80176,ACIDENTE,-20.900.081,-48.473.810,BEBEDOURO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SDBB,12/07/2021,16:10:00,SIM,ATIVA,A-089/CENIPA/2021,NÃO,NULL,0,2,NÃO
80180,80180,80180,80180,80180,INCIDENTE,-22.91,-431.625,RIO DE JANEIRO,COLISÃO COM AVE,COLISÃO COM AVE,RJ,BRASIL,SBRJ,11/07/2021,16:35:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80187,80187,80187,80187,80187,INCIDENTE,-21.136389°,-47.776667°,RIBEIRÃO PRETO,OUTROS,OUTROS,SP,BRASIL,SBRP,11/07/2021,20:43:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80190,80190,80190,80190,80190,INCIDENTE,-242.472,-5.478.583,SANTARÉM,POUSO ANTES DA PISTA,POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA,PA,BRASIL,SBSN,11/07/2021,21:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80172,80172,80172,80172,80172,INCIDENTE GRAVE,-2.095.833.333,-5.203.000.000,TRÊS LAGOAS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MS,BRASIL,**NI,10/07/2021,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
80175,80175,80175,80175,80175,INCIDENTE GRAVE,-1.654.138,-3.910.805,PORTO SEGURO,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,BA,BRASIL,SBTV,10/07/2021,13:55:00,SIM,ATIVA,IG-088/CENIPA/2021,NÃO,NULL,0,1,NÃO
80177,80177,80177,80177,80177,ACIDENTE,-11.134.167,-58.605.556,CASTANHEIRA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,MT,BRASIL,***,10/07/2021,17:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80186,80186,80186,80186,80186,INCIDENTE,-22.343611°,-49.053889°,BAURU,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SP,BRASIL,SBBU,10/07/2021,11:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80168,80168,80168,80168,80168,ACIDENTE,-2.300.000.000,-4.652.277.778,BRAGANÇA PAULISTA,INCURSÃO EM PISTA,INCURSÃO EM PISTA,SP,BRASIL,SBBP,09/07/2021,11:03:00,SIM,ATIVA,A-087/CENIPA/2021,NÃO,NULL,0,1,NÃO
