codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
79235,79235,79235,79235,79235,ACIDENTE,-25.987.778,-48.831.667,GARUVA,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SC,BRASIL,***,18/03/2020,14:00:00,SIM,ATIVA,A-041/CENIPA/2020,NÃO,NULL,0,1,NÃO
79236,79236,79236,79236,79236,INCIDENTE,-198.929.292,-4.461.019.182,PARÁ DE MINAS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MG,BRASIL,SNPA,18/03/2020,11:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79237,79237,79237,79237,79237,INCIDENTE GRAVE,2.543.543,-51.099.387.947,MACAPÁ,INDETERMINADO,INDETERMINADO,AP,BRASIL,SBMQ,16/03/2020,20:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79243,79243,79243,79243,79243,ACIDENTE,-71.974.746,-578.576.566,JACAREACANGA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,PA,BRASIL,***,16/03/2020,18:19:00,SIM,FINALIZADA,A-040/CENIPA/2020,SIM,2022-04-12,0,1,NÃO
79288,79288,79288,79288,79288,INCIDENTE,-234.017.678.686,-4.647.626.477.548,GUARULHOS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,SP,BRASIL,***,16/03/2020,14:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79238,79238,79238,79238,79238,INCIDENTE,-198.953.757,-439.657.474,BELO HORIZONTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MG,BRASIL,SBPR,15/03/2020,15:19:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79246,79246,79246,79246,79246,INCIDENTE,-230.193.837,-471.474.736,CAMPINAS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,SP,BRASIL,***,15/03/2020,01:35:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79247,79247,79247,79247,79247,INCIDENTE,-234.292.929,-4.647.682.676,SÃO PAULO,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,SP,BRASIL,***,14/03/2020,14:35:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79228,79228,79228,79228,79228,ACIDENTE,-12.193.611,-52.816.111,QUERÊNCIA,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,MT,BRASIL,***,13/03/2020,10:00:00,SIM,FINALIZADA,A-038/CENIPA/2020,SIM,2021-12-30,1,1,NÃO
79234,79234,79234,79234,79234,ACIDENTE,-3.332.057.438,-64.723.113.242,TEFÉ,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,AM,BRASIL,SBTF,13/03/2020,08:30:00,SIM,FINALIZADA,A-039/CENIPA/2020,SIM,2022-07-08,0,1,NÃO
79248,79248,79248,79248,79248,INCIDENTE GRAVE,-22.974.646,-465.372.727,BRAGANÇA PAULISTA,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL,SP,BRASIL,SBBP,12/03/2020,12:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79233,79233,79233,79233,79233,ACIDENTE,-22.374.664.655,-49.046.622.723,BAURU,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,***,10/03/2020,19:30:00,SIM,FINALIZADA,A-037/CENIPA/2020,SIM,2021-07-21,1,1,NÃO
79249,79249,79249,79249,79249,INCIDENTE,-2.302.343.543,-4.713.382.727,CAMPINAS,PANE SECA,COMBUSTÍVEL | PANE SECA,SP,BRASIL,***,10/03/2020,23:51:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79250,79250,79250,79250,79250,INCIDENTE,-22.898.757,-4.326.390.859,RIO DE JANEIRO,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,RJ,BRASIL,***,10/03/2020,10:28:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79220,79220,79220,79220,79220,INCIDENTE,-234.790.878.923,-46.467.789.232,SÃO PAULO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SP,BRASIL,***,09/03/2020,11:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79232,79232,79232,79232,79232,ACIDENTE,-23.700.948.747,-468.544.334.434,TABOÃO DA SERRA,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SP,BRASIL,***,09/03/2020,19:50:00,SIM,ATIVA,***,NÃO,NULL,0,1,NÃO
79251,79251,79251,79251,79251,INCIDENTE GRAVE,-216.322.827,-488.746.466,ITÁPOLIS,INDETERMINADO,INDETERMINADO,SP,BRASIL,SDIO,09/03/2020,12:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79252,79252,79252,79252,79252,INCIDENTE,-228.474.676,-432.564.747,RIO DE JANEIRO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,RJ,BRASIL,***,09/03/2020,23:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79253,79253,79253,79253,79253,INCIDENTE,\t-23.24367465\t,\t-51.84746443\t,IGUARAÇU,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,PR,BRASIL,***,09/03/2020,11:51:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79230,79230,79230,79230,79230,INCIDENTE,-7.282.637,-48.128.518,ARAGUAÍNA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,TO,BRASIL,SDVO,08/03/2020,11:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
79710,79710,79710,79710,79710,INCIDENTE,-196.244.444.444,-439.719.444.444,BELO HORIZONTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,MG,BRASIL,SBCF,08/03/2020,12:07:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79231,79231,79231,79231,79231,ACIDENTE,-1.284.578.378,-60138272722,VILHENA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,RO,BRASIL,SNIZ,07/03/2020,09:00:00,SIM,FINALIZADA,A-035/CENIPA/2020,SIM,2021-07-08,2,1,NÃO
79213,79213,79213,79213,79213,ACIDENTE,-2.240.034,-47.577.382,RIO CLARO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SDRK,05/03/2020,20:00:00,SIM,FINALIZADA,A-034/CENIPA/2020,SIM,2021-07-08,5,1,NÃO
79215,79215,79215,79215,79215,INCIDENTE,-2.280.123,-4.325.261,RIO DE JANEIRO,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RJ,BRASIL,***,04/03/2020,21:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79225,79225,79225,79225,79225,INCIDENTE,-187.645.345,-409.284.378,MANTENA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,***,04/03/2020,12:04:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79292,79292,79292,79292,79292,INCIDENTE,-23.035.443.634,-47.129.292.877,CAMPINAS,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SP,BRASIL,***,04/03/2020,22:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79216,79216,79216,79216,79216,INCIDENTE,-1.985.194,-4.395.056,BELO HORIZONTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,SBBH,03/03/2020,18:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79462,79462,79462,79462,79462,INCIDENTE,-2.113.638.888.888,-4.777.666.666.666,RIBEIRÃO PRETO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SP,BRASIL,SBRP,03/03/2020,19:42:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79214,79214,79214,79214,79214,INCIDENTE,-2.202.889,-4.106.972,CAMPOS DOS GOYTACAZES,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,RJ,BRASIL,***,02/03/2020,12:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79207,79207,79207,79207,79207,INCIDENTE GRAVE,-15.65,-561.175,CUIABÁ,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,MT,BRASIL,SBCY,01/03/2020,23:00:00,NULL,ATIVA,IG-033/CENIPA/2020,NÃO,NULL,0,1,NÃO
79217,79217,79217,79217,79217,INCIDENTE,-2.586.666.666.666,-4.423.666.666.666,SÃO LUÍS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,MA,BRASIL,***,01/03/2020,19:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
80553,80553,80553,80553,80553,ACIDENTE,2.048.250,4.059.667,VIANA,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,ES,BRASIL,***,01/03/2020,15:12:00,SIM,ATIVA,A-032/CENIPA/2020,NÃO,NULL,0,1,NÃO
79218,79218,79218,79218,79218,INCIDENTE,-12.908.611,-38.322.500,SALVADOR,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BA,BRASIL,SBSV,29/02/2020,15:41:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79204,79204,79204,79204,79204,ACIDENTE,-9.445.833,-59.199.167,COLNIZA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MT,BRASIL,**NI,28/02/2020,16:00:00,SIM,FINALIZADA,A-031/CENIPA/2020,SIM,2022-08-05,0,1,NÃO
79210,79210,79210,79210,79210,ACIDENTE,-2.329.639,-5.350.361,IVATÉ,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO,PR,BRASIL,***,28/02/2020,16:30:00,SIM,FINALIZADA,A-030/CENIPA/2020,SIM,2021-07-08,1,1,NÃO
79197,79197,79197,79197,79197,INCIDENTE GRAVE,-9.833.083,-50.876.500,VILA RICA,COLISÃO COM AVE,COLISÃO COM AVE,MT,BRASIL,***,27/02/2020,11:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79255,79255,79255,79255,79255,INCIDENTE,-953.432.276,-358.474.646,MACEIÓ,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,AL,BRASIL,***,26/02/2020,08:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79291,79291,79291,79291,79291,INCIDENTE,-128.378.758.758,-38.385.857.687,SALVADOR,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,BA,BRASIL,***,26/02/2020,22:06:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79293,79293,79293,79293,79293,INCIDENTE,-2.302.394.848,-4.712.348.485,CAMPINAS,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,SP,BRASIL,***,26/02/2020,15:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79294,79294,79294,79294,79294,INCIDENTE,-2.767.273.737,-4.858.383.838,FLORIANÓPOLIS,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SC,BRASIL,SBFL,26/02/2020,21:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79199,79199,79199,79199,79199,ACIDENTE,-1.897.638.888.888,-471.725,PARACATU,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,***,25/02/2020,10:30:00,SIM,FINALIZADA,A-029/CENIPA/2020,SIM,2021-07-21,1,1,NÃO
79222,79222,79222,79222,79222,INCIDENTE,\t-23.318947\t,\t-51.187474\t,LONDRINA,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO,PR,BRASIL,SBLO,25/02/2020,16:08:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79223,79223,79223,79223,79223,ACIDENTE,-24.038.387.445,-46.267.173.261,GUARUJÁ,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,SP,BRASIL,***,25/02/2020,14:50:00,SIM,FINALIZADA,A-028/CENIPA/2020,SIM,2022-03-11,3,1,NÃO
79224,79224,79224,79224,79224,INCIDENTE,-226.974.737,-477.497.543,PIRACICABA,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SP,BRASIL,SDPW,25/02/2020,02:10:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79241,79241,79241,79241,79241,INCIDENTE,-21.794.722,-53.474.444,NOVA ANDRADINA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MS,BRASIL,SDVK,24/02/2020,15:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79184,79184,79184,79184,79184,INCIDENTE,-11.461.667,-52.753.333,SÃO FÉLIX DO ARAGUAIA,AERÓDROMO,AERÓDROMO,MT,BRASIL,***,23/02/2020,13:00:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79183,79183,79183,79183,79183,INCIDENTE GRAVE,-2.553.277.778,-4.917.083.333,CURITIBA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,PR,BRASIL,SBBI,22/02/2020,15:20:00,SIM,FINALIZADA,IG-027/CENIPA/2020,SIM,2022-03-11,0,1,NÃO
79185,79185,79185,79185,79185,INCIDENTE,-3.041.111.111.111,-6.005.055.555.555,MANAUS,INDETERMINADO,INDETERMINADO,AM,BRASIL,***,20/02/2020,12:24:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79195,79195,79195,79195,79195,ACIDENTE,-8.569.166.666.666,-636.975,PORTO VELHO,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,RO,BRASIL,***,20/02/2020,14:45:00,SIM,FINALIZADA,A-025/CENIPA/2020,SIM,2021-02-12,1,1,NÃO
79201,79201,79201,79201,79201,INCIDENTE,-12.635.877,-52.188.724,QUERÊNCIA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,MT,BRASIL,***,20/02/2020,20:00:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79221,79221,79221,79221,79221,INCIDENTE,-231.585.980,-4.679.584.923,JUNDIAÍ,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,SP,BRASIL,SBJD,20/02/2020,15:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79198,79198,79198,79198,79198,ACIDENTE,-1.897.638.888.888,-471.725,PATROCÍNIO,INDETERMINADO,INDETERMINADO,MG,BRASIL,***,19/02/2020,16:15:00,SIM,FINALIZADA,A-024/CENIPA/2020,SIM,2021-02-12,2,1,NÃO
79206,79206,79206,79206,79206,ACIDENTE,-206.466,-404.886,GUARAPARI,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,ES,BRASIL,SNGA,19/02/2020,18:50:00,SIM,FINALIZADA,A-023/CENIPA/2020,SIM,2021-07-08,2,1,NÃO
79186,79186,79186,79186,79186,INCIDENTE GRAVE,-1.779.777.777.777,-5.092.777.777.777,RIO VERDE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GO,BRASIL,***,18/02/2020,11:40:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79178,79178,79178,79178,79178,INCIDENTE GRAVE,-229.875,-43.37,RIO DE JANEIRO,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RJ,BRASIL,SBJR,17/02/2020,19:33:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79196,79196,79196,79196,79196,ACIDENTE,-1.848.777.777.777,-4.998.694.444.444,INACIOLÂNDIA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GO,BRASIL,***,17/02/2020,11:20:00,SIM,FINALIZADA,A-022/CENIPA/2020,SIM,2022-04-12,0,1,NÃO
79261,79261,79261,79261,79261,INCIDENTE,-2.301.983.054.832,-4.719.838.438.744,CAMPINAS,COM LANÇAMENTO DE PESSOAS,OUTROS | COM LANÇAMENTO DE PESSOAS,SP,BRASIL,***,17/02/2020,10:44:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79270,79270,79270,79270,79270,INCIDENTE,-2.298.357.857,-43.144.575.785,RIO DE JANEIRO,INDETERMINADO,INDETERMINADO,RJ,BRASIL,***,16/02/2020,20:08:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79464,79464,79464,79464,79464,INCIDENTE,-57.688.888.888,-4.713.444.444.444,SÃO GONÇALO DO AMARANTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,RN,BRASIL,SBSG,16/02/2020,01:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79138,79138,79138,79138,79138,INCIDENTE GRAVE,-17.604.466,-51.374.774,RIO VERDE,OPERAÇÕES NO SOLO,OPERAÇÕES NO SOLO,GO,BRASIL,***,15/02/2020,13:20:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79137,79137,79137,79137,79137,INCIDENTE GRAVE,-16.598.976,-491.934.280,GOIÂNIA,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GO,BRASIL,***,14/02/2020,18:47:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79176,79176,79176,79176,79176,INCIDENTE GRAVE,\t-29.99472222\t,\t-51.1711111\t,JACAREZINHO,INCURSÃO EM PISTA,INCURSÃO EM PISTA,PR,BRASIL,***,14/02/2020,15:10:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79177,79177,79177,79177,79177,INCIDENTE,-2.999.472.222,-511.711.111,PORTO ALEGRE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RS,BRASIL,***,14/02/2020,15:41:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79131,79131,79131,79131,79131,ACIDENTE,-13.964.167,-52.544.444,ÁGUA BOA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MT,BRASIL,***,12/02/2020,11:20:00,SIM,FINALIZADA,A-021/CENIPA/2020,SIM,2021-07-08,2,1,NÃO
79175,79175,79175,79175,79175,INCIDENTE,\t-29.99472222\t,\t-51.1711111\t,PORTO ALEGRE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,RS,BRASIL,SBPA,12/02/2020,13:48:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79115,79115,79115,79115,79115,ACIDENTE,-14.410.278,-49.085.000,URUAÇU,COM PESSOAL EM VOO,OUTROS | COM PESSOAL EM VOO,GO,BRASIL,***,10/02/2020,21:35:00,SIM,FINALIZADA,A-020/CENIPA/2020,SIM,2022-08-05,1,1,NÃO
79269,79269,79269,79269,79269,INCIDENTE,-22.847.847.467,-431.227.832.737,RIO DE JANEIRO,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,RJ,BRASIL,***,10/02/2020,02:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79129,79129,79129,79129,79129,ACIDENTE,-24.323.611,-47.102.222,ITARIRI,INDETERMINADO,INDETERMINADO,SP,BRASIL,***,08/02/2020,12:00:00,SIM,FINALIZADA,A-019/CENIPA/2020,SIM,2021-07-08,2,1,NÃO
79173,79173,79173,79173,79173,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,GUARULHOS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,***,08/02/2020,14:30:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79128,79128,79128,79128,79128,ACIDENTE,-18.454.722,-47.037.500,COROMANDEL,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,MG,BRASIL,***,07/02/2020,19:10:00,SIM,FINALIZADA,A-018/CENIPA/2020,SIM,2020-12-29,1,1,NÃO
79172,79172,79172,79172,79172,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SP,BRASIL,***,07/02/2020,03:20:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79127,79127,79127,79127,79127,ACIDENTE,-2.420.278,-55.185.556,SANTARÉM,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,PA,BRASIL,***,06/02/2020,20:50:00,SIM,FINALIZADA,A-017/CENIPA/2020,SIM,2022-07-08,0,1,NÃO
79170,79170,79170,79170,79170,INCIDENTE,-2.300.694.444.444,-4.713.444.444.444,CAMPINAS,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SP,BRASIL,***,06/02/2020,13:08:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79171,79171,79171,79171,79171,INCIDENTE,-1.830.972.222.222,-4.529.333.333.333,TRÊS MARIAS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MG,BRASIL,SIBO,06/02/2020,18:00:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79107,79107,79107,79107,79107,ACIDENTE,3.722.500,-61.348.889,AMAJARI,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,RR,BRASIL,***,04/02/2020,18:00:00,SIM,FINALIZADA,A-016/CENIPA/2020,SIM,2021-07-08,0,1,NÃO
79111,79111,79111,79111,79111,ACIDENTE,\t-28.281389\t,\t-54.193889\t,SANTO ÂNGELO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,RS,BRASIL,SBNM,04/02/2020,20:30:00,SIM,FINALIZADA,A-015/CENIPA/2020,SIM,2021-07-08,4,1,NÃO
79110,79110,79110,79110,79110,ACIDENTE,-7.774.722,-47.045.556,CAROLINA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MA,BRASIL,***,03/02/2020,19:00:00,NULL,FINALIZADA,A-014/CENIPA/2020,SIM,2020-12-29,0,1,NÃO
79226,79226,79226,79226,79226,INCIDENTE,-236.927.872,-467.198.375,SÃO PAULO,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SP,BRASIL,SBSP,03/02/2020,21:03:00,SIM,FINALIZADA,***,NÃO,NULL,0,2,NÃO
79331,79331,79331,79331,79331,INCIDENTE,*****,*****,PONTES E LACERDA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MT,BRASIL,***,03/02/2020,00:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79094,79094,79094,79094,79094,INCIDENTE,-10.296.389,-48.364.167,PALMAS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,TO,BRASIL,SBPJ,01/02/2020,14:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79169,79169,79169,79169,79169,INCIDENTE,-2.343.194.444.444,-4.646.944.444.444,CAMPINAS,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,SP,BRASIL,***,01/02/2020,02:12:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79180,79180,79180,79180,79180,ACIDENTE,-1.784.083.333.333,-4.163.777.777.777,TEÓFILO OTONI,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MG,BRASIL,***,01/02/2020,20:52:00,NULL,FINALIZADA,A-013/CENIPA/2020,SIM,2020-10-29,0,1,NÃO
79267,79267,79267,79267,79267,INCIDENTE,\t-27.75352424\t,\t-48.54777744\t,FLORIANÓPOLIS,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SC,BRASIL,SBFL,01/02/2020,15:41:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79167,79167,79167,79167,79167,INCIDENTE,\t-23.43194444\t,\t-46.46944444\t,LONDRINA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,PR,BRASIL,SBLO,31/01/2020,18:30:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
79168,79168,79168,79168,79168,INCIDENTE,-2.343.194.444.444,-4.646.944.444.444,CAMPINAS,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,SP,BRASIL,SBKP,31/01/2020,01:42:00,SIM,FINALIZADA,NULL,NÃO,NULL,0,1,NÃO
