codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
79368,79368,79368,79368,79368,INCIDENTE,-15.937.222,-47.727.222,BRASÍLIA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,DF,BRASIL,SIQE,30/05/2020,20:26:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79378,79378,79378,79378,79378,INCIDENTE,-168.425,-446.008,PARÁ DE MINAS,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,SNPA,28/05/2020,16:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79363,79363,79363,79363,79363,INCIDENTE GRAVE,-22.985,-4.337.055.555.555,RIO DE JANEIRO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,RJ,BRASIL,SBJR,27/05/2020,15:16:00,SIM,ATIVA,IG-071/CENIPA/2020,NÃO,NULL,0,1,NÃO
79351,79351,79351,79351,79351,INCIDENTE GRAVE,-18.445.000,-49.214.167,ITUMBIARA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,GO,BRASIL,SBIT,26/05/2020,10:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79366,79366,79366,79366,79366,INCIDENTE,-2.173.563.262.673,-4.835.787.383.883,MATÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SP,BRASIL,SDLY,25/05/2020,14:15:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79367,79367,79367,79367,79367,INCIDENTE,\t-27.67473476\t,\t-48.55746747\t,FLORIANÓPOLIS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SC,BRASIL,SBFL,25/05/2020,19:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79454,79454,79454,79454,79454,INCIDENTE GRAVE,\t-26.42277778\t,\t-48.87638889\t,GUARAMIRIM,INDETERMINADO,INDETERMINADO,SC,BRASIL,SJVL,25/05/2020,20:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
79358,79358,79358,79358,79358,ACIDENTE,-199.783.736.447,-4.397.363.738.438,BELO HORIZONTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,MG,BRASIL,SBPR,23/05/2020,11:12:00,SIM,ATIVA,A-070/CENIPA/2020,NÃO,NULL,0,1,SIM
79356,79356,79356,79356,79356,INCIDENTE GRAVE,-3.746.535.353,-3.980.192.282,IRAUÇUBA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,CE,BRASIL,***,22/05/2020,15:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79361,79361,79361,79361,79361,INCIDENTE GRAVE,-3.765,-5.080.861.111.111,PACAJÁ,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,PA,BRASIL,APUA,19/05/2020,10:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79365,79365,79365,79365,79365,ACIDENTE,-230.911,-47.735,TIETÊ,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,SP,BRASIL,SDET,19/05/2020,10:40:00,SIM,FINALIZADA,A-069/CENIPA/2020,SIM,2021-12-30,2,1,NÃO
79341,79341,79341,79341,79341,INCIDENTE GRAVE,-2.154.083.333.333,-4.549.305.555.555,VARGINHA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MG,BRASIL,***,18/05/2020,20:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79342,79342,79342,79342,79342,INCIDENTE,-8.126.388.888.888,-3.492.277.777.777,RECIFE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,PE,BRASIL,SBRF,18/05/2020,19:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79344,79344,79344,79344,79344,INCIDENTE,-4.883.055.555.555,-6.535.583.333.333,COARI,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,AM,BRASIL,SBUY,18/05/2020,19:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
79359,79359,79359,79359,79359,ACIDENTE,-22.418.383.322,-486.928.485.854,MACATUBA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,***,17/05/2020,18:30:00,SIM,FINALIZADA,A-068/CENIPA/2020,SIM,2021-07-08,1,1,NÃO
79340,79340,79340,79340,79340,ACIDENTE,-7.287.474.754,-64.762.525.214,LÁBREA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,AM,BRASIL,SWLB,16/05/2020,21:50:00,SIM,FINALIZADA,A-067/CENIPA/2020,SIM,2022-04-12,1,1,SIM
79350,79350,79350,79350,79350,INCIDENTE,-8.126.388.888.888,-3.492.277.777.777,RECIFE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,PE,BRASIL,SBRF,16/05/2020,17:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79338,79338,79338,79338,79338,INCIDENTE,-22.321.944,-53.777.778,IVINHEMA,FOGO/FUMAÇA (SEM IMPACTO),FOGO/FUMAÇA (SEM IMPACTO),MS,BRASIL,**NI,15/05/2020,09:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79346,79346,79346,79346,79346,ACIDENTE,-267.825,-4.889.638.889,ILHOTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SC,BRASIL,APUA,15/05/2020,11:40:00,SIM,ATIVA,A-065/CENIPA/2020,NÃO,NULL,0,1,NÃO
79347,79347,79347,79347,79347,ACIDENTE,-398.638.889,-4.084.555.556,SÃO BENEDITO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,CE,BRASIL,***,15/05/2020,21:35:00,SIM,ATIVA,A-066/CENIPA/2020,NÃO,NULL,0,1,NÃO
79357,79357,79357,79357,79357,INCIDENTE,-158.747.464.323,-4.791.317.347.474,SÃO PAULO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SP,BRASIL,SBGR,15/05/2020,14:40:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79360,79360,79360,79360,79360,INCIDENTE,\t-25.42321848\t,\t-49.23917432\t,CURITIBA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,PR,BRASIL,SBBI,15/05/2020,11:48:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79345,79345,79345,79345,79345,ACIDENTE,-2.045.722.222.222,-500.025,VOTUPORANGA,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SP,BRASIL,SBSR,14/05/2020,21:40:00,SIM,ATIVA,A-064/CENIPA/2020,NÃO,NULL,0,1,NÃO
79333,79333,79333,79333,79333,INCIDENTE GRAVE,-19.123.889,-50.685.000,CAÇU,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,GO,BRASIL,***,13/05/2020,15:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79332,79332,79332,79332,79332,INCIDENTE GRAVE,-16.625.824,-49.348.814,GOIÂNIA,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,GO,BRASIL,**NI,11/05/2020,14:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79339,79339,79339,79339,79339,INCIDENTE GRAVE,-1.532.923.792,-49.793.284.747,BREVES,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PA,BRASIL,***,11/05/2020,12:05:00,SIM,ATIVA,IG-063/CENIPA/2020,NÃO,NULL,0,1,NÃO
79355,79355,79355,79355,79355,INCIDENTE,\t-23.36457576\t,\t-51.12384876\t,LONDRINA,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,PR,BRASIL,SBLO,10/05/2020,13:52:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79328,79328,79328,79328,79328,INCIDENTE,\t-21.48378538\t,\t-50.42782784\t,LONDRINA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PR,BRASIL,SBLO,05/05/2020,19:55:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79329,79329,79329,79329,79329,INCIDENTE GRAVE,-3.775.833.333.333,-3.853.222.222.222,FORTALEZA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,CE,BRASIL,SBFZ,05/05/2020,20:46:00,SIM,FINALIZADA,IG-062/CENIPA/2020,SIM,2021-07-08,2,1,NÃO
79325,79325,79325,79325,79325,ACIDENTE,-1.663.737.474.854,-4.934.746.773.838,GOIÂNIA,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE,GO,BRASIL,***,02/05/2020,20:30:00,SIM,ATIVA,***,NÃO,NULL,0,1,NÃO
79323,79323,79323,79323,79323,ACIDENTE,-2.683.027.778,-4.909.388.889,BLUMENAU,COLISÃO COM AVE,COLISÃO COM AVE,SC,BRASIL,SSBL,01/05/2020,14:40:00,SIM,FINALIZADA,A-060/CENIPA/2020,SIM,2021-07-08,2,1,NÃO
79324,79324,79324,79324,79324,INCIDENTE,-2.234.361.111.111,-4.905.388.888.888,BAURU,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SBBU,30/04/2020,22:51:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
79330,79330,79330,79330,79330,INCIDENTE GRAVE,-2.059.333.333.333,-4.784.222.222.222,SÃO JOAQUIM DA BARRA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,SP,BRASIL,SDJO,30/04/2020,13:10:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79316,79316,79316,79316,79316,INCIDENTE,-2.141.776.367.437,-4.178.938.484.634,ITAPERUNA,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,RJ,BRASIL,***,29/04/2020,07:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79321,79321,79321,79321,79321,INCIDENTE,-2.343.555.555.555,46.473.055.555.556,GUARULHOS,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,SP,BRASIL,SBGR,29/04/2020,14:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79317,79317,79317,79317,79317,ACIDENTE,-308.754.267.727,-6.009.219.310.931,MANAUS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AM,BRASIL,SWFN,27/04/2020,12:30:00,SIM,FINALIZADA,A-058/CENIPA/2020,SIM,2021-09-17,4,1,SIM
79349,79349,79349,79349,79349,INCIDENTE,\t-49.23388889\t,\t-25.40555556\t,CURITIBA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,PR,BRASIL,SBBI,26/04/2020,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79657,79657,79657,79657,79657,INCIDENTE,-1.883.178,-4.823.530,UBERLÂNDIA,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MG,BRASIL,***,26/04/2020,13:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79318,79318,79318,79318,79318,INCIDENTE,-2.112.346.376.543,-4.776.526.452.422,RIBEIRÃO PRETO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SP,BRASIL,SBRP,24/04/2020,17:41:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79313,79313,79313,79313,79313,INCIDENTE,-2.350.189.238.834,-466.423.213.131,SÃO PAULO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SP,BRASIL,SBMT,22/04/2020,16:20:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79300,79300,79300,79300,79300,INCIDENTE,-13.671.667,-55.533.333,SANTA RITA DO TRIVELATO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MT,BRASIL,**NI,21/04/2020,13:10:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79302,79302,79302,79302,79302,ACIDENTE,-24.882.778,-53.757.222,TOLEDO,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,PR,BRASIL,***,21/04/2020,20:21:00,SIM,ATIVA,A-055/CENIPA/2020,NÃO,NULL,0,1,NÃO
79315,79315,79315,79315,79315,ACIDENTE,-10.656.111,-55.287.222,COLÍDER,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,MT,BRASIL,***,21/04/2020,15:00:00,SIM,FINALIZADA,A-056/CENIPA/2020,NÃO,NULL,0,1,NÃO
79326,79326,79326,79326,79326,ACIDENTE,-189.475.765.656,-39.976.464.654,JAGUARÉ,COM CARGAS EXTERNAS,COM CARGAS EXTERNAS,ES,BRASIL,***,21/04/2020,18:00:00,SIM,ATIVA,A-057/CENIPA/2020,NÃO,NULL,0,1,NÃO
79299,79299,79299,79299,79299,INCIDENTE GRAVE,-9.966.111,-54.885.556,GUARANTÃ DO NORTE,INDETERMINADO,INDETERMINADO,MT,BRASIL,***,18/04/2020,23:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79301,79301,79301,79301,79301,ACIDENTE,-10.927.500,-48.690.833,BREJINHO DE NAZARÉ,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,TO,BRASIL,***,18/04/2020,13:30:00,SIM,FINALIZADA,A-053/CENIPA/2020,SIM,2021-07-08,1,1,NÃO
79307,79307,79307,79307,79307,INCIDENTE GRAVE,-15.298.874.778,-468.967.858.587,BURITIS,INDETERMINADO,INDETERMINADO,MG,BRASIL,***,18/04/2020,17:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79308,79308,79308,79308,79308,ACIDENTE,-389.338.548.548,-4.447.373.839,SÃO MATEUS DO MARANHÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MA,BRASIL,***,18/04/2020,13:00:00,SIM,ATIVA,A-052/CENIPA 2020,NÃO,NULL,0,1,NÃO
79327,79327,79327,79327,79327,ACIDENTE,-21.351.111,-50.345.833,BIRIGUI,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,***,18/04/2020,20:00:00,SIM,FINALIZADA,A-054/CENIPA/2020,SIM,2022-08-05,0,1,NÃO
79309,79309,79309,79309,79309,ACIDENTE,-226.575.858,-436.534.343,RIO DE JANEIRO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RJ,BRASIL,***,17/04/2020,14:30:00,SIM,ATIVA,A-051/CENIPA/2020,NÃO,NULL,0,1,NÃO
79319,79319,79319,79319,79319,INCIDENTE,\t-29.31923893\t,\t-51.12394395\t,LONDRINA,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,PR,BRASIL,***,17/04/2020,20:50:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79296,79296,79296,79296,79296,INCIDENTE,-206.282.773.737,-5.260.101.032.040,CAMPO GRANDE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MS,BRASIL,SSIE,15/04/2020,14:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79298,79298,79298,79298,79298,INCIDENTE,-18.421.667,-50.529.722,QUIRINÓPOLIS,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GO,BRASIL,***,15/04/2020,18:35:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79304,79304,79304,79304,79304,INCIDENTE,-231.735.252,-4.692.020.202,JUNDIAÍ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SP,BRASIL,SBJD,14/04/2020,20:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79285,79285,79285,79285,79285,ACIDENTE,-15.523.528,-55.154.500,CAMPO VERDE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,MT,BRASIL,***,13/04/2020,16:30:00,SIM,FINALIZADA,A-050/CENIPA/2020,SIM,2022-07-08,0,1,NÃO
79305,79305,79305,79305,79305,INCIDENTE GRAVE,2.827.277.337,-6.068.993.883,BOA VISTA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RR,BRASIL,SBBV,13/04/2020,20:52:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79281,79281,79281,79281,79281,ACIDENTE,-2.174.213.131,-488.172.161.363,IBITINGA,OPERAÇÕES NO SOLO,OPERAÇÕES NO SOLO,SP,BRASIL,***,11/04/2020,07:10:00,SIM,FINALIZADA,A-049/CENIPA/2020,SIM,2022-09-21,0,1,NÃO
79282,79282,79282,79282,79282,ACIDENTE,-19.712.364.768,-504.727.263.643,ITURAMA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,MG,BRASIL,***,11/04/2020,12:20:00,SIM,ATIVA,A-048/CENIPA/2020,NÃO,NULL,0,1,NÃO
79283,79283,79283,79283,79283,INCIDENTE,-2.351.425.432.536,-46.623.534.546,SÃO PAULO,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO,SP,BRASIL,SBMT,09/04/2020,14:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79303,79303,79303,79303,79303,INCIDENTE,-215.983.837.837,-471.532.778.383,TAMBAÚ,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SP,BRASIL,***,09/04/2020,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79277,79277,79277,79277,79277,INCIDENTE,-38.367.363.262,-4.989.373.644,GOIANÉSIA DO PARÁ,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,PA,BRASIL,***,08/04/2020,11:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79263,79263,79263,79263,79263,ACIDENTE,-13.857.575.676,-569.547.847.646,NOVA MUTUM,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MT,BRASIL,***,06/04/2020,09:30:00,SIM,ATIVA,A-047/CENIPA/2020,NÃO,NULL,0,1,NÃO
79278,79278,79278,79278,79278,INCIDENTE,\t-23.24959599\t,\t-51.18586999\t,LONDRINA,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,PR,BRASIL,***,06/04/2020,16:53:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79272,79272,79272,79272,79272,INCIDENTE GRAVE,-201.234.646.546,-488.958.578.587,FRUTAL,COLISÃO NO SOLO,COLISÃO NO SOLO,MG,BRASIL,***,03/04/2020,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,SIM
79273,79273,79273,79273,79273,INCIDENTE,-2.352.845.582,-46.858.375.837,SÃO PAULO,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,SP,BRASIL,SBMT,03/04/2020,14:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79274,79274,79274,79274,79274,INCIDENTE,-5.514.343.438,-47.424.372.343,IMPERATRIZ,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,MA,BRASIL,SBIZ,03/04/2020,15:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79279,79279,79279,79279,79279,INCIDENTE,\t-25.38928287\t,\t-49.24883274\t,CURITIBA,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,PR,BRASIL,SBBI,03/04/2020,12:28:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79259,79259,79259,79259,79259,ACIDENTE,-28.486.679,-532.048.547,IBIRUBÁ,COM TRANSPORTE DE CARGA,OUTROS | COM TRANSPORTE DE CARGA,RS,BRASIL,***,01/04/2020,10:30:00,SIM,FINALIZADA,A-045/CENIPA/2020,SIM,2021-07-08,1,1,SIM
79275,79275,79275,79275,79275,INCIDENTE,-2.398.385.327.543,-4.647.272.671,SÃO VICENTE,PANE SECA,COMBUSTÍVEL | PANE SECA,SP,BRASIL,***,01/04/2020,20:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79276,79276,79276,79276,79276,INCIDENTE,-23.583.478.378,-48.902.983.843,ITAÍ,INDETERMINADO,INDETERMINADO,SP,BRASIL,***,01/04/2020,20:01:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79287,79287,79287,79287,79287,INCIDENTE,-1.567.853.483.845,-56.112.848.858,CUIABÁ,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MT,BRASIL,***,31/03/2020,20:06:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79257,79257,79257,79257,79257,ACIDENTE,-471.827.327,-518.767.562,SÃO FÉLIX DO XINGU,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,PA,BRASIL,***,27/03/2020,18:35:00,NULL,ATIVA,A-044/CENIPA/2020,NÃO,NULL,0,1,NÃO
79284,79284,79284,79284,79284,INCIDENTE,-23.417.216.267,-4.748.217.724.376,SOROCABA,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SP,BRASIL,***,26/03/2020,09:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79297,79297,79297,79297,79297,INCIDENTE,-228.177.116.445,-54.793.747.464,SANTARÉM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PA,BRASIL,SWPI,25/03/2020,22:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79256,79256,79256,79256,79256,ACIDENTE,-9.032.474.567,-461.484.877,ALTO PARNAÍBA,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,MA,BRASIL,***,24/03/2020,20:30:00,NULL,FINALIZADA,A-043/CENIPA/2020,SIM,2021-07-08,0,1,NÃO
79286,79286,79286,79286,79286,INCIDENTE,-2.340.432.425,-46.421.324.859,GUARULHOS,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SP,BRASIL,SBGR,24/03/2020,14:25:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79289,79289,79289,79289,79289,INCIDENTE,-238.477.272.787,-482.292.838.887,UBERLÂNDIA,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,MG,BRASIL,***,23/03/2020,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79314,79314,79314,79314,79314,INCIDENTE,-23.018.328.387,-47.127.474.745,CAMPINAS,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,SP,BRASIL,SBKP,23/03/2020,12:45:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79265,79265,79265,79265,79265,ACIDENTE,\t-26.234444\t,\t-48.501667\t,SÃO FRANCISCO DO SUL,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SC,BRASIL,***,21/03/2020,22:51:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79244,79244,79244,79244,79244,INCIDENTE,-234.027.262,-464.274.374,GUARULHOS,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SP,BRASIL,***,20/03/2020,16:29:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79242,79242,79242,79242,79242,INCIDENTE GRAVE,-10.081.667,-51.888.611,VILA RICA,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,MT,BRASIL,SNLF,19/03/2020,13:30:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
79245,79245,79245,79245,79245,INCIDENTE,-8.182.378.376,-34.927.262,RECIFE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,PE,BRASIL,***,19/03/2020,01:04:00,SIM,FINALIZADA,***,NÃO,NULL,0,1,NÃO
